Symbol,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume
MTCH,36.01,35.70,35.40 x 1300,36.46 x 1800,34.70 - 35.75,34.62 - 103.04,"6,181,746","4,251,504"
GEN,17.21,17.20,17.29 x 1400,17.27 x 1800,17.09 - 17.33,15.52 - 27.33,"1,952,512","4,251,929"
BIO,463.80,462.61,464.26 x 1100,478.33 x 800,458.32 - 466.43,344.63 - 607.54,"95,581","165,153"
LYV,68.80,68.72,67.87 x 1300,68.88 x 800,68.34 - 69.13,64.25 - 114.84,"1,462,190","2,066,503"
CCL,9.66,9.72,9.71 x 21500,9.73 x 34100,9.54 - 9.88,6.11 - 20.63,"27,821,454","40,518,296"
TAP,52.50,52.74,52.13 x 800,52.39 x 800,51.98 - 52.95,46.69 - 60.12,"1,068,764","1,639,135"
QRVO,95.00,94.13,94.80 x 1000,99.37 x 800,93.91 - 95.41,75.38 - 121.27,"1,987,334","1,331,985"
GL,108.25,108.11,105.55 x 800,107.70 x 1100,107.23 - 109.05,87.87 - 123.85,"667,556","534,866"
EMN,81.90,81.53,80.89 x 800,81.42 x 900,80.28 - 81.53,69.91 - 113.34,"930,313","1,043,866"
TPR,40.49,40.13,39.88 x 1200,42.17 x 1200,39.06 - 40.25,26.39 - 47.48,"4,601,252","3,365,817"
CZR,45.82,45.79,45.29 x 1000,45.29 x 1100,44.37 - 45.79,31.31 - 73.95,"2,109,794","3,037,366"
REG,60.26,60.50,37.03 x 800,85.00 x 800,59.62 - 60.61,51.97 - 73.41,"566,195","948,862"
AAL,13.89,13.95,13.97 x 1200,13.98 x 4000,13.87 - 14.18,11.65 - 21.42,"14,066,992","23,897,779"
PNW,80.63,81.00,80.13 x 800,81.80 x 1000,79.93 - 81.58,59.03 - 81.63,"1,197,185","969,219"
ROL,38.56,38.46,37.34 x 1000,39.56 x 800,38.46 - 38.88,31.43 - 43.06,"1,154,279","1,352,885"
ALLE,99.19,99.01,97.43 x 800,99.39 x 800,98.05 - 99.75,87.33 - 123.46,"836,839","786,540"
FFIV,147.20,145.43,144.52 x 800,147.18 x 900,144.52 - 148.15,133.68 - 213.95,"423,437","512,770"
PNR,52.32,52.08,52.55 x 1200,52.93 x 800,51.90 - 52.59,38.55 - 60.85,"1,471,480","1,695,311"
XRAY,39.23,39.67,39.23 x 900,39.80 x 1300,39.24 - 39.73,26.48 - 49.38,"2,293,809","2,053,441"
AOS,64.61,64.55,63.50 x 800,67.74 x 800,63.40 - 64.76,46.58 - 71.87,"1,159,084","1,195,711"
UHS,128.70,128.99,127.97 x 800,144.43 x 900,127.49 - 129.30,82.50 - 158.28,"392,088","627,262"
NRG,34.41,34.62,34.00 x 1000,35.00 x 900,34.52 - 34.89,30.25 - 47.82,"2,270,574","4,184,796"
HII,207.66,208.75,206.71 x 1100,206.74 x 800,206.02 - 209.71,194.36 - 260.02,"381,150","429,137"
RHI,75.04,74.62,73.63 x 1000,74.43 x 800,73.91 - 75.19,65.40 - 118.41,"813,382","1,010,683"
BBWI,35.68,35.62,34.80 x 800,35.99 x 800,34.87 - 35.83,25.75 - 58.17,"2,805,704","3,024,383"
WRK,30.04,30.12,29.74 x 900,30.33 x 900,29.90 - 30.28,26.84 - 54.78,"1,659,443","2,378,838"
BEN,26.61,26.58,26.60 x 1800,27.25 x 1000,26.50 - 26.81,20.24 - 34.37,"2,673,932","4,017,082"
BXP,52.53,52.99,52.56 x 900,53.09 x 1000,52.33 - 53.33,46.18 - 128.98,"1,351,943","1,754,067"
AAP,120.21,120.08,119.56 x 800,120.69 x 800,119.77 - 121.00,109.05 - 231.43,"1,029,840","1,364,788"
IVZ,15.71,15.71,15.84 x 3100,15.99 x 800,15.65 - 15.95,13.20 - 22.10,"2,221,655","5,280,295"
FRT,97.62,97.69,97.51 x 900,98.06 x 1100,96.83 - 97.89,86.43 - 128.13,"292,580","573,390"
VFC,21.74,21.62,21.31 x 1800,21.34 x 2900,21.22 - 21.66,20.03 - 58.88,"6,011,480","8,671,641"
SEE,46.99,46.98,46.10 x 900,47.57 x 800,46.40 - 47.18,41.24 - 69.97,"1,134,499","1,151,453"
WHR,129.45,129.77,127.20 x 900,131.00 x 1000,127.39 - 129.88,124.10 - 199.07,"559,265","752,469"
NWSA,17.32,17.27,6.92 x 2200,17.35 x 900,17.12 - 17.37,14.87 - 22.20,"1,874,009","2,950,380"
HAS,51.94,51.76,51.93 x 800,51.88 x 900,51.55 - 52.23,45.75 - 94.22,"932,330","2,029,719"
AIZ,118.77,119.22,117.85 x 900,127.00 x 800,117.61 - 119.54,104.49 - 194.12,"420,111","440,659"
GNRC,99.57,98.58,99.80 x 800,99.80 x 800,97.22 - 100.01,86.29 - 299.85,"1,412,917","1,340,477"
OGN,23.64,23.94,23.60 x 1200,23.89 x 800,23.54 - 24.09,20.96 - 39.09,"1,341,428","2,171,253"
DXC,24.91,24.93,24.39 x 1000,25.08 x 800,24.64 - 25.00,22.46 - 36.00,"1,553,432","1,677,309"
CMA,39.92,39.15,41.25 x 800,41.50 x 800,39.10 - 41.69,29.17 - 91.33,"3,081,549","3,449,353"
NCLH,12.92,12.96,13.05 x 4000,13.05 x 3000,12.82 - 13.19,10.31 - 23.11,"9,887,169","14,751,703"
ALK,41.95,42.17,41.90 x 1000,42.05 x 800,41.85 - 42.74,37.20 - 61.55,"1,674,163","1,577,770"
MHK,93.61,93.52,90.12 x 900,93.01 x 800,92.45 - 93.68,87.02 - 159.00,"559,526","569,950"
RL,113.84,113.04,111.47 x 800,113.97 x 900,110.92 - 113.64,82.23 - 128.94,"825,839","945,619"
DVA,82.94,83.35,82.00 x 800,82.78 x 900,82.24 - 83.65,65.28 - 124.81,"324,141","653,990"
NWL,12.04,12.15,12.00 x 2200,12.30 x 1800,12.04 - 12.29,11.25 - 24.70,"3,160,515","4,731,854"
ZION,28.63,28.50,29.35 x 800,29.49 x 1100,28.50 - 30.02,22.55 - 66.90,"5,847,758","3,992,477"
FOX,31.02,30.76,30.71 x 1300,31.21 x 1100,30.56 - 30.92,26.35 - 37.06,"729,442","1,189,637"
LNC,20.61,20.66,20.40 x 1300,20.51 x 1200,20.25 - 20.85,19.74 - 69.91,"4,254,790","3,775,190"
FRC,13.44,13.43,13.89 x 1400,13.94 x 3100,13.14 - 14.19,11.52 - 171.09,"23,145,785","31,919,617"
DISH,8.53,8.54,8.80 x 4000,8.78 x 3200,8.46 - 9.19,8.31 - 33.74,"9,191,996","6,668,683"
NWS,17.45,17.44,17.10 x 3000,17.48 x 800,17.29 - 17.53,15.15 - 22.46,"811,780","966,008"
